         18501500 function calls (16703748 primitive calls) in 629.123 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 gridspec.py:306(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:31(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:427(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:457(get_gridspec)
        1    0.000    0.000    0.001    0.001 gridspec.py:486(get_position)
        3    0.000    0.000    0.000    0.000 gridspec.py:53(get_geometry)
        1    0.000    0.000    0.000    0.000 gridspec.py:68(set_width_ratios)
        1    0.000    0.000    0.000    0.000 gridspec.py:77(set_height_ratios)
        1    0.000    0.000    0.000    0.000 gridspec.py:86(get_grid_positions)
   130824    0.258    0.000    0.367    0.000 kdtree.py:102(children)
     4294    0.005    0.000    0.005    0.000 kdtree.py:126(set_child)
     4294    0.023    0.000    0.147    0.000 kdtree.py:156(get_child_pos)
  1967916    1.899    0.000    1.899    0.000 kdtree.py:172(__nonzero__)
     4826    0.019    0.000    0.102    0.000 kdtree.py:177(__eq__)
320926/151682    0.866    0.000   31.175    0.000 kdtree.py:190(_wrapper)
    32889    0.087    0.000    0.131    0.000 kdtree.py:207(__init__)
    19345    0.469    0.000    1.632    0.000 kdtree.py:223(add)
     2583    0.014    0.000    0.035    0.000 kdtree.py:256(create_subnode)
    13862    0.058    0.000    1.220    0.000 kdtree.py:266(find_replacement)
   357655    0.721    0.000    3.981    0.000 kdtree.py:281(should_remove)
138937/19230    1.603    0.000    8.908    0.000 kdtree.py:289(remove)
    32889    0.044    0.000    0.044    0.000 kdtree.py:31(__init__)
33092/19230    0.156    0.000    3.139    0.000 kdtree.py:326(_remove)
    33092    0.184    0.000    0.605    0.000 kdtree.py:37(is_leaf)
      199    0.002    0.000    1.450    0.007 kdtree.py:374(rebalance)
      199    0.016    0.000    0.264    0.001 kdtree.py:379(<listcomp>)
  1454610    4.359    0.000    7.265    0.000 kdtree.py:382(axis_dist)
   727305    2.455    0.000   12.660    0.000 kdtree.py:390(dist)
   727305    2.183    0.000    9.448    0.000 kdtree.py:396(<listcomp>)
    46954    0.116    0.000    0.244    0.000 kdtree.py:48(<genexpr>)
819017/113107    4.270    0.000   19.932    0.000 kdtree.py:495(_search_nn_dist)
   113107    0.265    0.000   20.197    0.000 kdtree.py:516(search_nn_dist)
   727305    1.465    0.000   14.125    0.000 kdtree.py:527(<lambda>)
44306/13862    0.281    0.000    1.148    0.000 kdtree.py:551(extreme_child)
    74750    0.158    0.000    0.238    0.000 kdtree.py:557(<lambda>)
44306/13862    0.165    0.000    0.893    0.000 kdtree.py:563(<listcomp>)
    44306    0.048    0.000    0.048    0.000 kdtree.py:565(<listcomp>)
30306/200    0.223    0.000    1.184    0.006 kdtree.py:576(create)
    32689    0.032    0.000    0.032    0.000 kdtree.py:598(<lambda>)
    83029    0.156    0.000    0.236    0.000 kdtree.py:605(<lambda>)
   150989    0.364    0.000    1.359    0.000 kdtree.py:614(check_dimensionality)
   148000    0.843    0.000    1.478    0.000 kdtree.py:624(level_order)
102186/15252    0.210    0.000    0.248    0.000 kdtree.py:68(inorder)
        6    0.000    0.000    0.001    0.000 lines.py:1021(get_path)
       18    0.000    0.000    0.000    0.000 lines.py:1038(set_antialiased)
       18    0.000    0.000    0.000    0.000 lines.py:1050(set_color)
       18    0.000    0.000    0.000    0.000 lines.py:1061(set_drawstyle)
       18    0.000    0.000    0.000    0.000 lines.py:1095(set_linewidth)
       36    0.000    0.000    0.000    0.000 lines.py:1113(_split_drawstyle_linestyle)
       18    0.000    0.000    0.001    0.000 lines.py:1146(set_linestyle)
       18    0.000    0.000    0.000    0.000 lines.py:1213(set_markeredgecolor)
       18    0.000    0.000    0.000    0.000 lines.py:1228(set_markeredgewidth)
       18    0.000    0.000    0.001    0.000 lines.py:1243(set_markerfacecolor)
       18    0.000    0.000    0.000    0.000 lines.py:1257(set_markerfacecoloralt)
       18    0.000    0.000    0.000    0.000 lines.py:1271(set_markersize)
       27    0.000    0.000    0.000    0.000 lines.py:1285(set_xdata)
       27    0.000    0.000    0.000    0.000 lines.py:1297(set_ydata)
       18    0.000    0.000    0.000    0.000 lines.py:1355(set_dash_joinstyle)
       18    0.000    0.000    0.000    0.000 lines.py:1370(set_solid_joinstyle)
       18    0.000    0.000    0.000    0.000 lines.py:1401(set_dash_capstyle)
       18    0.000    0.000    0.000    0.000 lines.py:1415(set_solid_capstyle)
       18    0.001    0.000    0.009    0.001 lines.py:273(__init__)
       25    0.000    0.000    0.000    0.000 lines.py:31(_get_dash_pattern)
       18    0.000    0.000    0.000    0.000 lines.py:550(set_markevery)
       55    0.000    0.000    0.000    0.000 lines.py:59(_scale_dashes)
       18    0.000    0.000    0.000    0.000 lines.py:635(axes)
       18    0.000    0.000    0.000    0.000 lines.py:648(set_data)
        6    0.000    0.000    0.001    0.000 lines.py:667(recache)
       18    0.000    0.000    0.000    0.000 lines.py:733(set_transform)
       18    0.000    0.000    0.002    0.000 markers.py:223(__init__)
       36    0.000    0.000    0.001    0.000 markers.py:245(_recache)
       18    0.000    0.000    0.000    0.000 markers.py:267(set_fillstyle)
       18    0.000    0.000    0.002    0.000 markers.py:292(set_marker)
        6    0.000    0.000    0.000    0.000 markers.py:333(_set_nothing)
        3    0.000    0.000    0.000    0.000 markers.py:748(_set_tickleft)
        3    0.000    0.000    0.000    0.000 markers.py:754(_set_tickright)
        3    0.000    0.000    0.000    0.000 markers.py:762(_set_tickup)
        3    0.000    0.000    0.000    0.000 markers.py:768(_set_tickdown)
       24    0.000    0.000    0.000    0.000 multiarray.py:145(concatenate)
        4    0.000    0.000    0.000    0.000 multiarray.py:635(result_type)
       58    0.000    0.000    0.000    0.000 multiarray.py:707(dot)
        1    0.000    0.000    0.000    0.000 multiarray.py:990(unravel_index)
        4    0.000    0.000    0.000    0.000 numeric.py:2163(_isclose_dispatcher)
        4    0.000    0.000    0.001    0.000 numeric.py:2167(isclose)
        4    0.000    0.000    0.000    0.000 numeric.py:2244(within_tol)
        1    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
        2    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:742(encode)
        2    0.000    0.000    0.000    0.000 os.py:746(decode)
        1    0.000    0.000    0.001    0.001 patches.py:1455(__init__)
        1    0.000    0.000    0.001    0.001 patches.py:1537(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1552(set_radius)
       15    0.000    0.000    0.003    0.000 patches.py:209(get_transform)
        8    0.000    0.000    0.000    0.000 patches.py:264(set_antialiased)
       19    0.000    0.000    0.001    0.000 patches.py:277(_set_edgecolor)
       12    0.000    0.000    0.000    0.000 patches.py:292(set_edgecolor)
       19    0.000    0.000    0.003    0.000 patches.py:303(_set_facecolor)
       12    0.000    0.000    0.002    0.000 patches.py:310(set_facecolor)
       12    0.000    0.000    0.000    0.000 patches.py:355(set_linewidth)
        7    0.000    0.000    0.000    0.000 patches.py:375(set_linestyle)
        7    0.000    0.000    0.002    0.000 patches.py:409(set_fill)
        7    0.000    0.000    0.004    0.001 patches.py:42(__init__)
       11    0.000    0.000    0.000    0.000 patches.py:431(set_capstyle)
        7    0.000    0.000    0.000    0.000 patches.py:450(set_joinstyle)
        7    0.000    0.000    0.000    0.000 patches.py:469(set_hatch)
        2    0.000    0.000    0.001    0.000 patches.py:685(__init__)
       15    0.000    0.000    0.003    0.000 patches.py:728(_update_patch_transform)
       15    0.000    0.000    0.000    0.000 patches.py:747(_convert_units)
       15    0.000    0.000    0.003    0.000 patches.py:757(get_patch_transform)
       11    0.000    0.000    0.000    0.000 path.py:188(_update_values)
        1    0.000    0.000    0.000    0.000 path.py:684(unit_circle)
        1    0.000    0.000    0.000    0.000 path.py:696(circle)
       11    0.000    0.000    0.000    0.000 path.py:96(__init__)
        1    0.000    0.000    0.207    0.207 plane_v1.py:133(visualize_init)
        1    0.166    0.166   39.728   39.728 plane_v1.py:281(simulate_step)
   100000    1.160    0.000   39.561    0.000 plane_v1.py:289(_simulate_single_step)
     2000    0.517    0.000    4.195    0.002 plane_v1.py:425(melt)
   100000    0.520    0.000    1.949    0.000 plane_v1.py:479(random_coord)
   341417    0.691    0.000    1.007    0.000 plane_v1.py:491(random_real)
   113107    0.243    0.000    0.575    0.000 plane_v1.py:496(random_theta)
   113107    0.352    0.000    0.613    0.000 plane_v1.py:501(polar_to_cartesian)
    28310    0.068    0.000    0.099    0.000 plane_v1.py:65(bounce_probability)
        1    0.000    0.000  629.120  629.120 plane_v1.py:71(_main)
        1    0.000    0.000    0.000    0.000 posixpath.py:121(splitext)
        1    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
       13    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       12    0.000    0.000    0.000    0.000 posixpath.py:75(join)
        1    0.000    0.000    0.154    0.154 pyplot.py:426(figure)
       16    0.000    0.000    0.000    0.000 pyplot.py:578(_auto_draw_if_interactive)
        3    0.000    0.000    0.154    0.051 pyplot.py:599(gcf)
        1    0.000    0.000    0.000    0.000 pyplot.py:618(get_fignums)
        1    0.000    0.000    0.154    0.154 pyplot.py:703(clf)
        1    0.000    0.000    0.047    0.047 pyplot.py:908(gca)
        1    0.000    0.000    0.000    0.000 rcsetup.py:118(validate_bool)
        1    0.000    0.000    0.000    0.000 rcsetup.py:192(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 rcsetup.py:263(validate_backend)
        1    0.000    0.000    0.000    0.000 rcsetup.py:58(__call__)
       46    0.000    0.000    0.000    0.000 re.py:169(match)
       46    0.000    0.000    0.000    0.000 re.py:286(_compile)
        6    0.000    0.000    0.000    0.000 scale.py:101(get_transform)
       16    0.000    0.000    0.000    0.000 scale.py:31(__init__)
        8    0.000    0.000    0.000    0.000 scale.py:60(limit_range_for_scale)
       16    0.000    0.000    0.000    0.000 scale.py:721(scale_factory)
       16    0.000    0.000    0.000    0.000 scale.py:78(__init__)
       16    0.000    0.000    0.005    0.000 scale.py:86(set_default_locators_and_formatters)
       24    0.000    0.000    0.000    0.000 shape_base.py:209(_arrays_for_stack_dispatcher)
       16    0.000    0.000    0.000    0.000 shape_base.py:21(_atleast_1d_dispatcher)
       16    0.000    0.000    0.000    0.000 shape_base.py:220(_vhstack_dispatcher)
       16    0.000    0.000    0.000    0.000 shape_base.py:25(atleast_1d)
       16    0.000    0.000    0.001    0.000 shape_base.py:286(hstack)
        8    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
        8    0.000    0.000    0.000    0.000 shape_base.py:612(column_stack)
    32/24    0.000    0.000    0.000    0.000 spines.py:208(_ensure_position_is_set)
        4    0.000    0.000    0.002    0.001 spines.py:214(register_axis)
        4    0.000    0.000    0.001    0.000 spines.py:226(cla)
        4    0.000    0.000    0.004    0.001 spines.py:34(__init__)
        4    0.000    0.000    0.000    0.000 spines.py:369(_calc_offset_transform)
        4    0.000    0.000    0.000    0.000 spines.py:443(set_position)
    28/24    0.000    0.000    0.001    0.000 spines.py:487(get_spine_transform)
        4    0.000    0.000    0.005    0.001 spines.py:536(linear_spine)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:185(_broadcast_shape)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:202(_broadcast_arrays_dispatcher)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:206(broadcast_arrays)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:262(<listcomp>)
       18    0.000    0.000    0.000    0.000 stride_tricks.py:266(<genexpr>)
        6    0.000    0.000    0.000    0.000 text.py:1089(set_x)
        6    0.000    0.000    0.000    0.000 text.py:1100(set_y)
       19    0.000    0.000    0.000    0.000 text.py:1122(set_verticalalignment)
       31    0.000    0.000    0.000    0.000 text.py:1136(set_text)
       19    0.000    0.000    0.002    0.000 text.py:121(__init__)
       19    0.000    0.000    0.000    0.000 text.py:1212(set_usetex)
       47    0.000    0.000    0.002    0.000 text.py:170(update)
       19    0.000    0.000    0.000    0.000 text.py:236(set_rotation_mode)
        3    0.000    0.000    0.000    0.000 text.py:526(_update_clip_properties)
        3    0.000    0.000    0.000    0.000 text.py:533(set_clip_box)
       19    0.000    0.000    0.000    0.000 text.py:552(set_wrap)
       19    0.000    0.000    0.000    0.000 text.py:918(set_color)
       19    0.000    0.000    0.000    0.000 text.py:934(set_horizontalalignment)
        8    0.000    0.000    0.000    0.000 ticker.py:1526(nonsingular)
       16    0.000    0.000    0.003    0.000 ticker.py:1896(__init__)
       16    0.000    0.000    0.001    0.000 ticker.py:1948(_validate_steps)
       16    0.000    0.000    0.001    0.000 ticker.py:1963(_staircase)
       16    0.000    0.000    0.003    0.000 ticker.py:1971(set_params)
        2    0.000    0.000    0.000    0.000 ticker.py:2100(view_limits)
       64    0.000    0.000    0.000    0.000 ticker.py:224(set_axis)
       16    0.000    0.000    0.003    0.000 ticker.py:2662(__init__)
       30    0.000    0.000    0.000    0.000 ticker.py:299(_set_locator)
       16    0.000    0.000    0.000    0.000 ticker.py:512(__init__)
       16    0.000    0.000    0.000    0.000 ticker.py:536(set_useOffset)
       16    0.000    0.000    0.000    0.000 ticker.py:560(set_useMathText)
        2    0.000    0.000    0.000    0.000 transforms.py:1025(get_points)
       47    0.000    0.000    0.001    0.000 transforms.py:1236(__add__)
       71    0.000    0.000    0.001    0.000 transforms.py:126(invalidate)
   159/71    0.000    0.000    0.001    0.000 transforms.py:137(_invalidate_internal)
        2    0.000    0.000    0.000    0.000 transforms.py:1603(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:1614(_init)
        4    0.000    0.000    0.000    0.000 transforms.py:1634(_set)
      108    0.001    0.000    0.001    0.000 transforms.py:164(set_children)
        2    0.000    0.000    0.000    0.000 transforms.py:1651(set)
        2    0.000    0.000    0.000    0.000 transforms.py:1671(<lambda>)
      106    0.000    0.000    0.000    0.000 transforms.py:1683(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1696(transform)
        8    0.000    0.000    0.000    0.000 transforms.py:1752(is_separable)
        1    0.000    0.000    0.000    0.000 transforms.py:1776(transform_affine)
        3    0.000    0.000    0.000    0.000 transforms.py:178(<lambda>)
       28    0.000    0.000    0.000    0.000 transforms.py:1819(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1857(get_matrix)
       15    0.000    0.000    0.000    0.000 transforms.py:1914(rotate)
       15    0.000    0.000    0.000    0.000 transforms.py:1930(rotate_deg)
       15    0.000    0.000    0.001    0.000 transforms.py:1950(rotate_deg_around)
       30    0.000    0.000    0.001    0.000 transforms.py:1962(translate)
       13    0.000    0.000    0.000    0.000 transforms.py:1976(scale)
        8    0.000    0.000    0.000    0.000 transforms.py:2043(get_matrix)
        4    0.000    0.000    0.000    0.000 transforms.py:2047(transform)
        2    0.000    0.000    0.000    0.000 transforms.py:2075(inverted)
        2    0.000    0.000    0.000    0.000 transforms.py:2093(__init__)
        6    0.000    0.000    0.000    0.000 transforms.py:2208(__init__)
        8    0.000    0.000    0.000    0.000 transforms.py:2275(blended_transform_factory)
       47    0.000    0.000    0.001    0.000 transforms.py:2299(__init__)
    47/33    0.000    0.000    0.000    0.000 transforms.py:2328(_invalidate_internal)
        4    0.000    0.000    0.000    0.000 transforms.py:2357(<lambda>)
       47    0.000    0.000    0.001    0.000 transforms.py:2470(composite_transform_factory)
       17    0.000    0.000    0.000    0.000 transforms.py:2553(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2616(__init__)
       13    0.000    0.000    0.000    0.000 transforms.py:2654(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:276(frozen)
       10    0.000    0.000    0.000    0.000 transforms.py:2791(nonsingular)
        2    0.000    0.000    0.000    0.000 transforms.py:280(__array__)
        4    0.000    0.000    0.000    0.000 transforms.py:347(xmin)
        4    0.000    0.000    0.000    0.000 transforms.py:352(ymin)
        4    0.000    0.000    0.000    0.000 transforms.py:357(xmax)
        4    0.000    0.000    0.000    0.000 transforms.py:362(ymax)
       12    0.000    0.000    0.000    0.000 transforms.py:377(intervalx)
       11    0.000    0.000    0.000    0.000 transforms.py:386(intervaly)
        1    0.000    0.000    0.000    0.000 transforms.py:395(width)
        1    0.000    0.000    0.000    0.000 transforms.py:401(height)
        1    0.000    0.000    0.000    0.000 transforms.py:413(bounds)
        4    0.000    0.000    0.001    0.000 transforms.py:697(union)
        4    0.000    0.000    0.000    0.000 transforms.py:702(<listcomp>)
        4    0.000    0.000    0.000    0.000 transforms.py:703(<listcomp>)
        4    0.000    0.000    0.000    0.000 transforms.py:704(<listcomp>)
        4    0.000    0.000    0.000    0.000 transforms.py:705(<listcomp>)
       39    0.000    0.000    0.001    0.000 transforms.py:726(__init__)
       16    0.000    0.000    0.000    0.000 transforms.py:762(unit)
        1    0.000    0.000    0.000    0.000 transforms.py:770(null)
        1    0.000    0.000    0.000    0.000 transforms.py:778(from_bounds)
       17    0.000    0.000    0.000    0.000 transforms.py:788(from_extents)
      220    0.000    0.000    0.000    0.000 transforms.py:82(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:911(p1)
        5    0.000    0.000    0.000    0.000 transforms.py:916(intervalx)
        5    0.000    0.000    0.000    0.000 transforms.py:921(intervaly)
        4    0.000    0.000    0.000    0.000 transforms.py:938(minposx)
        4    0.000    0.000    0.000    0.000 transforms.py:942(minposy)
       44    0.000    0.000    0.000    0.000 transforms.py:946(get_points)
       18    0.000    0.000    0.000    0.000 transforms.py:994(__init__)
       12    0.000    0.000    0.001    0.000 units.py:122(is_numlike)
     12/6    0.000    0.000    0.001    0.000 units.py:142(get_converter)
       10    0.000    0.000    0.000    0.000 weakref.py:44(__new__)
        2    0.000    0.000    0.000    0.000 weakref.py:51(_cb)
        1    0.000    0.000    0.000    0.000 weakref.py:73(__eq__)
        2    0.000    0.000    0.000    0.000 widgets.py:33(__init__)
       63    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x9d12c0}
       28    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
        1    0.104    0.104    0.104    0.104 {built-in method _tkinter.create}
       28    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
    33099    0.071    0.000    0.297    0.000 {built-in method builtins.all}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      103    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      2/1    0.000    0.000  629.123  629.123 {built-in method builtins.exec}
      601    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
      105    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       26    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      403    0.000    0.000    0.000    0.000 {built-in method builtins.id}
5836/5835    0.010    0.000    0.012    0.000 {built-in method builtins.isinstance}
    87/21    0.000    0.000    0.002    0.000 {built-in method builtins.issubclass}
       95    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
1390926/780331    1.854    0.000    2.989    0.000 {built-in method builtins.len}
     5932    0.024    0.000    0.050    0.000 {built-in method builtins.max}
    38404    0.136    0.000    0.348    0.000 {built-in method builtins.min}
      243    0.000    0.000    0.002    0.000 {built-in method builtins.next}
        2  589.183  294.592  589.183  294.592 {built-in method builtins.print}
       42    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      241    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       78    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
   727305    0.757    0.000    0.757    0.000 {built-in method builtins.sum}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
   113107    0.139    0.000    0.139    0.000 {built-in method math.cos}
  1482920    1.435    0.000    1.435    0.000 {built-in method math.pow}
   113107    0.122    0.000    0.122    0.000 {built-in method math.sin}
   100000    0.103    0.000    0.103    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
      382    0.001    0.000    0.001    0.000 {built-in method numpy.array}
  251/199    0.001    0.000    0.004    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
       16    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       16    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        8    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       14    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        4    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       49    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       15    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
      105    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
        7    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
   146000    0.127    0.000    0.127    0.000 {method 'append' of 'collections.deque' objects}
    33357    0.034    0.000    0.034    0.000 {method 'append' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
   145885    0.674    0.000    0.674    0.000 {method 'binomial' of 'numpy.random.mtrand.RandomState' objects}
       78    0.045    0.001    0.045    0.001 {method 'call' of '_tkinter.tkapp' objects}
       68    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       43    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      110    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 {method 'getint' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
       72    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      992    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
      160    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       46    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
       28    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
     1705    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
   146000    0.128    0.000    0.128    0.000 {method 'popleft' of 'collections.deque' objects}
   341417    0.316    0.000    0.316    0.000 {method 'random' of '_random.Random' objects}
       12    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      107    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       52    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       35    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
    15058    0.102    0.000    0.338    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      202    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
      137    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      122    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}


